Children,Age,Income,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Tenure,MonthlyCharge,Survey,Marital_Married,Marital_Never Married,Marital_Separated,Marital_Widowed,Gender_Male,Gender_Nonbinary,Churn_Yes,Techie_Yes,Contract_One year,Contract_Two Year,Port_modem_Yes,Tablet_Yes,InternetService_Fiber Optic,InternetService_None,Phone_Yes,Multiple_Yes,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes,PaperlessBilling_Yes,PaymentMethod_Credit Card (automatic),PaymentMethod_Electronic Check,PaymentMethod_Mailed Check
2,81,61843.65,7.89302,13,1,2,18.25291,182.4762,4.0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1
4,48,5952.44,8.355446,8,1,0,1.275948,107.5286,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0
1,41,54507.42,6.322552,9,2,0,29.95876,255.1417,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0
4,87,62656.2,9.916894,9,1,0,2.073632,129.9621,4.0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
2,61,41577.62,10.1125,11,1,0,10.49402,139.9349,4.0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1
8,76,27520.03,10.02298,13,1,0,6.368504,202.65,2.0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,1,0
2,82,24128.19,10.53533,9,1,0,7.674186,162.4937,4.0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0,1
1,65,40835.59,8.848665,15,3,0,16.75789,172.4705,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0
3,40,21334.55,8.568261,16,1,0,8.473966,162.4982,4.0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,1,0
2,33,27065.94,10.79675,12,0,0,30.82191,162.5005,3.0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,1,0
5,55,47950.33,11.70586,10,1,1,7.8432,147.4421,4.0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0
0,29,36470.53,4.254491,15,2,1,8.03514,114.9728,4.0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0
1,82,36598.52,10.76274,12,1,1,5.150963,165.0182,3.0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1
3,56,20980.42,9.720452,12,0,1,24.2732,275.1336,2.0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,0
3,76,6315.61,7.590769,7,0,1,9.38517,255.1555,4.0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,1,1,0,0,1
4,80,6074.44,10.997,14,2,1,13.81972,162.4713,4.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0
2,74,36966.64,8.401275,11,1,0,1.37258,187.656,3.0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,1
4,18,18377.18,13.42037,7,0,0,1.84687,137.4872,3.0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0
4,63,128114.3,9.466427,10,0,0,12.23147,217.4702,3.0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,1
0,30,21200.76,13.4046,11,0,1,6.554584,127.5112,4.0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1
0,23,47958.56,10.47559,13,1,0,2.599617,149.9913,3.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1
0,81,30462.45,10.7882,13,1,0,2.827378,164.967,3.0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1
2,76,20382.46,9.545723,11,2,0,16.12971,197.484,3.0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,1
0,29,41658.22,12.06193,10,0,0,23.9038,137.4836,4.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1
0,88,35311.08,11.88241,11,2,1,1.73409,184.9647,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1
2,18,9961.23,16.08459,13,0,2,17.45182,124.9781,3.0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
0,82,43867.04,9.438856,12,2,0,3.82548,222.6143,4.0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0
4,88,6742.39,10.33351,14,0,0,10.00949,139.9816,3.0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0
4,63,39377.62,8.983351,10,3,1,15.81095,142.5007,3.0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0
4,43,77380.28,10.7808,14,1,0,4.310974,240.1149,3.0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
0,86,40628.46,12.11645,9,1,0,1.200106,164.9889,3.0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0
5,23,29680.81,8.997143,8,0,0,1.99818,194.9768,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
1,18,35023.76,6.530306,13,1,1,16.93745,137.4686,4.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0
3,21,14527.8,9.976783,12,2,0,13.05373,220.1185,2.0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0
3,45,38936.96,10.54543,10,3,1,3.533323,182.4676,3.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0
10,20,30767.83,11.6043,12,1,0,16.93329,179.9476,3.0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0
0,59,27832.64,9.824765,16,1,1,2.888303,134.9509,4.0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
3,54,44711.74,11.79632,13,0,0,6.307859,107.4806,4.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0
0,67,7004.93,6.914264,9,0,0,4.812563,172.4885,5.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0
10,63,18129.29,12.06529,17,1,0,25.10781,149.9621,4.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
0,46,6843.81,11.13605,9,1,0,10.32034,162.447,3.0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1
1,32,49271.78,13.31371,11,0,0,16.7433,245.147,4.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0
1,38,52374.17,12.83511,14,2,1,6.652608,252.6378,3.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1
0,20,39603.42,10.19664,12,2,1,6.7064,159.9875,4.0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0
6,25,138555.9,13.31326,12,3,0,11.96096,142.4827,4.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0
2,71,20246.17,9.072518,13,0,0,7.900866,184.9853,4.0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0
3,41,18373.26,6.015014,12,2,0,4.245295,147.4421,5.0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0
3,64,35087.57,4.641244,16,0,1,10.0496,210.138,3.0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0
1,56,31246.25,8.943512,10,2,3,11.46674,132.4798,4.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0
6,84,4566.8,12.25739,13,0,0,4.469398,159.9942,3.0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0
3,55,77277.55,13.77913,14,0,0,10.59491,184.9647,4.0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0
9,21,33765.05,7.328353,11,2,1,2.82818,182.49,3.0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0
1,77,15205.14,15.12772,12,2,0,6.71156,255.1665,3.0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0
1,38,32982.82,14.32552,11,1,0,5.25157,127.4421,4.0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1
3,40,13139.33,9.181711,15,0,0,16.4299,179.9794,3.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1
1,58,48293.12,11.58885,13,0,0,7.896371,202.65,4.0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0
1,56,83923.73,11.80835,12,1,0,15.06815,119.9897,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0
2,55,10487.07,9.235801,17,1,0,3.700985,252.624,4.0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0
0,45,25280.79,12.03055,10,0,1,17.26451,127.4421,4.0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2,22,58622.05,7.701754,11,2,0,16.5852,182.4433,3.0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0
1,20,28051.07,11.13448,17,0,0,10.81514,195.0062,4.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0
3,50,70321.71,12.99114,10,0,1,4.617824,187.4847,3.0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1
2,63,16538.08,11.55503,12,1,0,2.237975,139.9678,4.0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0
0,34,27290.36,10.26872,13,1,0,12.14453,159.9512,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0
1,83,60280.07,5.547264,12,1,2,23.86996,132.466,4.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0
2,62,21987.29,12.33937,14,3,1,7.495281,127.4586,4.0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0
4,60,23624.9,9.360451,10,2,2,8.756923,149.9483,4.0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1
0,18,46431.14,5.272185,14,0,0,5.874949,194.9663,4.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0
2,19,58988.72,12.18282,12,1,0,7.238006,154.9618,4.0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0
5,25,67537.98,10.68361,11,1,0,5.449246,120.0035,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0
1,35,4480.29,7.043901,9,1,0,5.614074,127.4421,3.0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,55,57944.08,4.652367,12,1,0,4.534721,172.4555,4.0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0
4,25,80674.2,11.83935,12,0,1,10.06395,220.1615,3.0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,1,0,1,0
2,66,67090.95,16.16998,19,1,0,22.12945,147.4783,4.0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0
0,82,22420.64,9.097873,14,3,0,15.51392,79.97886,4.0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,23,75633.41,12.41174,13,1,1,4.526424,164.9785,4.0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0
1,42,18944.96,11.64528,14,2,1,6.183692,172.4579,3.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0
0,66,8840.8,8.721081,14,1,0,17.27999,257.6549,3.0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1
0,86,40316.05,15.35399,10,2,0,3.628867,184.967,4.0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0
1,73,29693.07,12.20093,8,1,0,4.888977,147.4601,3.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
0,43,18677.06,5.566881,12,0,0,4.431604,117.472,4.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0
1,83,18549.91,15.31929,10,0,0,8.377189,240.1149,4.0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0
0,72,50263.94,10.2098,15,1,1,21.09953,174.9882,3.0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0
1,38,18967.02,8.659247,11,1,0,1.989684,217.484,4.0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0
3,76,57675.63,12.84399,14,1,0,17.55759,184.9797,3.0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0
1,79,40279.05,10.19629,11,1,1,10.55294,169.9741,4.0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
4,38,33868.71,14.47447,12,1,1,8.436679,129.9763,3.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1
1,51,48969.64,9.289829,11,0,0,15.2198,147.4421,4.0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1
4,68,22041.71,10.00097,14,3,0,9.436909,149.9598,4.0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0
3,65,25491.07,17.44685,7,0,0,13.50244,192.4705,2.0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0
2,77,23705.5,10.81239,10,0,1,1.717359,152.4579,4.0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1
0,39,16680.61,4.06556,10,1,1,2.199825,182.4653,3.0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0
0,73,108960.7,8.92923,13,1,1,1.387769,159.9656,3.0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0
4,51,18347.2,11.30999,11,1,0,10.39542,220.1615,3.0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0
3,78,41305.01,10.98554,12,1,0,9.026366,182.49,3.0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0
0,66,66284.45,10.44775,14,0,1,1.500082,105.011,4.0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0
3,38,68024.79,6.654657,14,0,0,4.243723,232.6415,4.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0
1,47,53148.58,10.27957,12,0,0,1.736879,104.9629,3.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0
5,53,20473.21,16.84547,16,0,0,7.359812,152.509,4.0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0
1,59,11132.31,6.652103,10,2,0,9.328119,194.9663,3.0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0
2,20,42461.74,14.62764,12,1,1,17.98715,165.0113,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0
5,38,18437.44,9.653367,16,1,0,25.68869,174.9755,4.0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0
2,81,30615.01,12.1002,9,0,0,16.21818,169.9378,4.0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0
1,43,52633.73,12.48083,14,0,0,9.499599,172.4733,4.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,1,0,1,0,0,1
1,37,22641.64,8.90737,11,0,0,1.13143,207.4811,4.0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1
3,30,19713.67,11.38017,11,3,0,6.472433,182.49,3.0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1
0,19,34970.28,7.131124,13,2,0,3.155929,162.4653,4.0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0
0,82,19437.76,12.94698,16,2,0,11.88503,124.9643,3.0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0
2,31,23901.05,9.31691,16,2,0,4.448953,172.4871,3.0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0
4,30,23089.13,12.33102,9,0,0,8.962034,159.965,4.0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0
5,37,45251.32,9.532535,12,2,0,1.796113,245.1612,3.0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1
0,84,52581.07,8.855708,14,0,0,2.972634,194.9744,4.0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0
2,64,38850.73,11.92649,12,0,1,10.22422,255.1336,4.0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0
0,53,23117.3,5.942798,9,0,0,7.650642,117.4872,4.0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
0,54,5676.28,7.427575,12,1,0,2.945436,265.1283,4.0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1
2,35,56144.7,9.093452,12,2,2,5.294527,127.5067,4.0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0
2,25,34476.83,13.64111,13,0,0,6.128314,137.4684,4.0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0
5,49,39968.02,11.86197,10,0,0,4.213099,139.9678,4.0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0
1,55,33541.35,8.884712,10,2,1,11.16116,192.4885,3.0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0
3,64,23584.78,7.88571,9,1,1,23.22012,199.9902,4.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0
5,76,23841.62,13.20709,15,0,0,13.81356,147.4421,2.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1
1,84,7858.21,10.3891,7,1,0,7.923777,104.9629,3.0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
4,63,30262.99,6.228557,12,1,0,1.992273,210.127,4.0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1
3,51,31246.64,11.28384,11,0,0,14.60084,207.6094,4.0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1
1,74,23454.98,5.371834,13,0,0,6.512117,232.6228,3.0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0
1,76,28125.61,6.185,8,2,0,16.15139,197.4945,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0
2,72,20465.98,10.10886,10,1,1,8.257765,127.475,5.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0
1,81,22540.94,5.269672,14,0,0,7.193929,127.4421,3.0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
0,60,21497.29,12.15104,13,0,1,8.527084,252.6378,4.0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0
1,24,24700.6,6.162241,12,0,0,11.84082,152.466,5.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1
3,45,20319.77,9.217962,16,0,0,3.660516,232.6415,3.0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1
1,64,46273.12,12.10772,11,0,0,12.22942,132.466,4.0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0
2,72,34257.36,11.78093,9,1,0,16.57284,204.9634,3.0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,1,0
4,28,49166.12,8.227196,11,1,1,15.80736,210.1518,4.0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0
1,27,34162.04,5.57327,10,0,1,8.295192,230.1051,4.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0
0,60,66664.82,3.27964,13,0,0,11.38275,267.6647,4.0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0
1,77,40411.35,3.059459,12,0,0,6.780515,222.65,4.0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0
4,18,70844.17,9.367555,12,0,1,8.27839,169.9447,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0
1,53,105396.3,14.48109,11,0,0,9.151288,242.6143,3.0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1
0,81,58049.87,12.01958,8,0,0,1.835564,172.4624,4.0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0
2,21,32423.61,12.7185,17,1,0,10.44767,162.4653,3.0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0
0,37,115440.4,6.796318,11,0,0,8.612474,149.9447,3.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
1,21,9534.08,5.737969,12,2,1,3.122125,149.9915,2.0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0
0,45,16895.6,7.618887,11,2,0,10.49269,172.4705,4.0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,1,0
1,50,23624.66,11.26555,10,1,0,5.679237,204.9797,4.0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0
0,30,41221.83,9.505342,10,1,1,1.050155,157.4698,3.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0
6,48,13332.2,8.304309,9,0,1,10.68972,157.4698,4.0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0
3,61,27065.38,4.823366,10,1,0,2.210399,217.4725,4.0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,0,1
1,33,175137.3,12.01856,14,1,1,18.2103,207.6386,3.0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0
4,87,34193.65,10.67666,10,1,0,13.09427,147.4564,3.0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0
4,29,23676.96,8.343598,15,0,1,1.201025,149.9915,3.0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0
1,34,5189.69,8.630403,14,1,1,6.246939,179.9476,3.0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0
1,47,17430.05,10.3229,13,3,1,4.600047,192.4567,5.0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1
1,52,80678.93,4.509935,15,3,0,9.30555,172.4579,4.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1
0,46,31249.18,5.959998,19,0,0,18.55263,232.652,4.0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0
2,82,35453.68,10.90456,6,1,0,13.12228,119.9568,4.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
3,73,25946.0,11.44963,11,1,0,10.51089,92.45514,4.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,75,35334.17,11.17062,12,2,1,12.81579,197.4702,3.0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0
3,50,15826.38,7.365589,11,1,0,11.16354,169.9741,4.0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0
